Akt1,11651,mmu-miR-21a-5p,MIMAT0000530,transmir,Experimental,High
Tfdp2,211586,Myc,17869,kegg,Experimental,High
Tlx1,21908,Aldh1a1,11668,tred,Experimental,High
Tnf,21926,Sele,20339,kegg,Experimental,High
Tnf,21926,Icam1,15894,kegg,Experimental,High
Tnf,21926,Vcam1,22329,kegg,Experimental,High
Trp53,22059,Rprm,67874,kegg,Experimental,High
Trp53,22059,Trp53inp1,60599,tred,string,Experimental,High
Trp53,22059,Pmaip1,58801,ucsc,tred,kegg,intact,Experimental,High
Trp53,22059,Lrdd,57913,tred,kegg,Experimental,High
Trp53,22059,Psrc1,56742,tred,Experimental,High
Trp53,22059,Sfn,55948,kegg,Experimental,High
Trp53,22059,Ramp2,54409,tred,Experimental,High
Trp53,22059,Ppm1d,53892,kegg,Experimental,High
Trp53,22059,Banp,53325,tred,Experimental,High
Trp53,22059,Chek2,50883,tred,Kegg,string,Experimental,High
Trp53,22059,Rrm2b,382985,kegg,string,Experimental,High
Trp53,22059,Fkbp3,30795,tred,Experimental,High
Trp53,22059,Gtse1,29870,tred,kegg,Experimental,High
Trp53,22059,Polk,27015,tred,Experimental,High
Trp53,22059,Ccnb1,268697,tred,Experimental,High
Trp53,22059,Ppia,268373,tred,Experimental,High
Trp53,22059,Mapk3,26417,tred,Experimental,High
Trp53,22059,Rfwd2,26374,kegg,Experimental,High
Trp53,22059,Ing1,26356,tred,Experimental,High
Trp53,22059,Cables2,252966,tred,Experimental,High
Trp53,22059,Gdf15,23886,tred,Experimental,High
Trp53,22059,Gadd45g,23882,kegg,Experimental,High
Trp53,22059,Scn3b,235281,tred,Experimental,High
Trp53,22059,Daglb,231871,tred,Experimental,High
Trp53,22059,Sesn2,230784,tred,kegg,Experimental,High
Trp53,22059,Pias3,229615,tred,Experimental,High
Trp53,22059,Gsn,227753,tred,Experimental,High
Trp53,22059,Aamp,227290,tred,Experimental,High
Trp53,22059,Wrn,22427,tred,string,Experimental,High
Trp53,22059,Zmat3,22401,kegg,Experimental,High
Trp53,22059,Upp1,22271,tred,Experimental,High
Trp53,22059,Tyrp1,22178,tred,Experimental,High
Trp53,22059,Tyr,22173,tred,Experimental,High
Trp53,22059,Tsc2,22084,kegg,Experimental,High
Trp53,22059,Trp73,22062,ucsc,kegg,Kegg,biogrid,string,Experimental,High
Trp53,22059,Trp63,22061,tred,biogrid,string,Experimental,High
Trp53,22059,Traf4,22032,ucsc,tred,Experimental,High
Trp53,22059,Tnfrsf10b,21933,tred,Experimental,High
Trp53,22059,Thbs1,21825,kegg,string,Experimental,High
Trp53,22059,Tert,21752,tred,Experimental,High
Trp53,22059,Terc,21748,tred,Experimental,High
Trp53,22059,Tep1,21745,tred,Experimental,High
Trp53,22059,Ssrp1,20833,tred,Experimental,High
Trp53,22059,Spp1,20750,tred,Experimental,High
Trp53,22059,Serpinb5,20724,tred,kegg,Experimental,High
Trp53,22059,Siah2,20439,tred,Experimental,High
Trp53,22059,Siah1b,20438,tred,kegg,Kegg,Experimental,High
Trp53,22059,Siah1a,20437,tred,kegg,Kegg,string,Experimental,High
Trp53,22059,S100a4,20198,tred,string,Experimental,High
Trp53,22059,Rrm2,20135,kegg,Experimental,High
Trp53,22059,Ret,19713,tred,Experimental,High
Trp53,22059,Ptgs2,19225,tred,string,Experimental,High
Trp53,22059,Pten,19211,tred,kegg,biogrid,string,Experimental,High
Trp53,22059,Prodh,19125,tred,Experimental,High
Trp53,22059,Pml,18854,tred,Experimental,High
Trp53,22059,Serpine1,18787,kegg,Experimental,High
Trp53,22059,Pik3ca,18706,tred,Experimental,High
Trp53,22059,Abcb1a,18671,tred,Experimental,High
Trp53,22059,Abcb1b,18669,tred,Experimental,High
Trp53,22059,Nos2,18126,tred,Experimental,High
Trp53,22059,Nkx3-1,18095,tred,Experimental,High
Trp53,22059,Gadd45b,17873,kegg,Experimental,High
Trp53,22059,Mmp2,17390,tred,Experimental,High
Trp53,22059,Mki67,17345,tred,Experimental,High
Trp53,22059,Mgmt,17314,tred,Experimental,High
Trp53,22059,Met,17295,tred,Experimental,High
Trp53,22059,Mdm4,17248,tred,Kegg,biogrid,intact,Experimental,High
Trp53,22059,Mdm2,17246,tred,kegg,Kegg,biogrid,intact,string,Experimental,High
Trp53,22059,Bbc3,170770,tred,intact,Experimental,High
Trp53,22059,Stmn1,16765,tred,Experimental,High
Trp53,22059,Krt19,16669,tred,Experimental,High
Trp53,22059,Kit,16590,tred,Experimental,High
Trp53,22059,Irs3,16369,tred,Experimental,High
Trp53,22059,Inha,16322,ucsc,tred,Experimental,High
Trp53,22059,Igfbp3,16009,kegg,Experimental,High
Trp53,22059,Hras1,15461,ucsc,tred,Experimental,High
Trp53,22059,Hnrnpab,15384,tred,Experimental,High
Trp53,22059,Hipk1,15257,ucsc,tred,Experimental,High
Trp53,22059,Hic1,15248,ucsc,tred,string,Experimental,High
Trp53,22059,Gja5,14613,tred,Experimental,High
Trp53,22059,Fdxr,14149,tred,Experimental,High
Trp53,22059,Fas,14102,tred,kegg,Experimental,High
Trp53,22059,Sesn1,140742,kegg,Experimental,High
Trp53,22059,Expi,14038,tred,Experimental,High
Trp53,22059,Erbb2,13866,tred,Experimental,High
Trp53,22059,Epha2,13836,tred,Experimental,High
Trp53,22059,Ei24,13663,ucsc,tred,kegg,Experimental,High
Trp53,22059,Egr1,13653,tred,Experimental,High
Trp53,22059,Egfr,13649,tred,Experimental,High
Trp53,22059,Eef1a2,13628,tred,Experimental,High
Trp53,22059,Eef1a1,13627,tred,Experimental,High
Trp53,22059,Dnmt1,13433,tred,Experimental,High
Trp53,22059,Gadd45a,13197,tred,kegg,string,Experimental,High
Trp53,22059,Cyp1b1,13078,tred,Experimental,High
Trp53,22059,Csnk2a2,13000,tred,string,Experimental,High
Trp53,22059,Csn3,12994,tred,Experimental,High
Trp53,22059,Plk3,12795,tred,Experimental,High
Trp53,22059,Chek1,12649,tred,Kegg,string,Experimental,High
Trp53,22059,Cdkn2a,12578,tred,biogrid,string,Experimental,High
Trp53,22059,Cdkn1b,12576,kegg,Experimental,High
Trp53,22059,Cdkn1a,12575,ucsc,tred,kegg,Kegg,biogrid,intact,string,Experimental,High
Trp53,22059,Cdc42,12540,tred,Experimental,High
Trp53,22059,Cdc25c,12532,tred,string,Experimental,High
Trp53,22059,Cd82,12521,tred,kegg,Experimental,High
Trp53,22059,Ccng2,12452,kegg,Experimental,High
Trp53,22059,Ccng1,12450,ucsc,tred,kegg,biogrid,string,Experimental,High
Trp53,22059,Ccnd1,12443,tred,string,Experimental,High
Trp53,22059,Bdkrb2,12062,tred,Experimental,High
Trp53,22059,Bcl2,12043,tred,Kegg,Experimental,High
Trp53,22059,Bax,12028,ucsc,tred,kegg,Kegg,intact,string,Experimental,High
Trp53,22059,Atm,11920,tred,Kegg,string,Experimental,High
Trp53,22059,Rhob,11852,tred,Experimental,High
Trp53,22059,Rhoa,11848,tred,Experimental,High
Trp53,22059,Aqp3,11828,tred,Experimental,High
Trp53,22059,Birc5,11799,tred,string,Experimental,High
Trp53,22059,Apaf1,11783,ucsc,tred,string,Experimental,High
Trp53,22059,Akt1,11651,tred,Experimental,High
Trp53,22059,Acta1,11459,tred,Experimental,High
Trp53,22059,Ddb2,107986,kegg,intact,string,Experimental,High
Trp53,22059,Bai1,107831,kegg,Experimental,High
Trp53,22059,Topors,106021,tred,biogrid,string,Experimental,High
Trp53,22059,Sirt1,93759,tred,biogrid,string,Experimental,High
Trp53,22059,Sgpp1,81535,tred,Experimental,High
Trp53,22059,Sesn3,75747,kegg,Experimental,High
Trp53,22059,Ddit4,74747,ucsc,tred,Experimental,High
Trp53,22059,Glipr1,73690,tred,Experimental,High
Trp53,22059,2300009N04Rik,69477,tred,Experimental,High
Trp53,22059,Steap3,68428,kegg,Experimental,High
Trp53,22059,Rchy1,68098,kegg,Kegg,string,Experimental,High
Trp53,22059,Shisa5,66940,kegg,Experimental,High
Trp53,22059,Perp,64058,tred,kegg,intact,string,Experimental,High
Trp53,22059,Cables1,63955,tred,Experimental,High
Trp63,22061,Hnrnpab,15384,tred,Experimental,High
Trp63,22061,Cdkn2a,12578,tred,Experimental,High
Trp63,22061,Ssrp1,20833,tred,Experimental,High
Trp63,22061,Ddit4,74747,tred,Experimental,High
Trp73,22062,mmu-miR-34a-5p,MIMAT0000542,transmir,Experimental,High
Trp73,22062,Psrc1,56742,tred,Experimental,High
Trp73,22062,Cables1,63955,tred,Experimental,High
Usf1,22278,Col1a1,12842,tred,Experimental,High
Usf1,22278,Slc2a5,56485,tred,Experimental,High
Usf1,22278,Gabbr1,54393,tred,Experimental,High
Usf1,22278,Ceacam2,26367,tred,Experimental,High
Usf1,22278,Ces2c,234671,tred,Experimental,High
Usf1,22278,Tyms,22171,tred,Experimental,High
Usf1,22278,Top3a,21975,tred,Experimental,High
Usf1,22278,Tnfrsf8,21941,tred,Experimental,High
Usf1,22278,Thrsp,21835,tred,Experimental,High
Usf1,22278,Trim25,217069,tred,Experimental,High
Usf1,22278,Sdc1,20969,tred,Experimental,High
Usf1,22278,Surf2,20931,tred,Experimental,High
Usf1,22278,Spp1,20750,tred,Experimental,High
Usf1,22278,Ren1,19701,tred,Experimental,High
Usf1,22278,Ptgs2,19225,tred,Experimental,High
Usf1,22278,Pola2,18969,tred,Experimental,High
Usf1,22278,Prkaca,18747,tred,Experimental,High
Usf1,22278,Pdx1,18609,tred,Experimental,High
Usf1,22278,Pax5,18507,tred,Experimental,High
Usf1,22278,Oprd1,18386,tred,Experimental,High
Usf1,22278,Npr1,18160,tred,Experimental,High
Usf1,22278,Nos2,18126,tred,Experimental,High
Usf1,22278,Myoc,17926,tred,Experimental,High
Usf1,22278,Mxi1,17859,tred,Experimental,High
Usf1,22278,Mt1,17748,tred,Experimental,High
Usf1,22278,Msx1,17701,tred,Experimental,High
Usf1,22278,Klf4,16600,ucsc,tred,Experimental,High
Usf1,22278,Hoxb8,15416,tred,Experimental,High
Usf1,22278,Hoxb4,15412,tred,Experimental,High
Usf1,22278,Hgf,15234,tred,Experimental,High
Usf1,22278,Fshr,14309,ucsc,tred,Experimental,High
Usf1,22278,Fcgr3,14131,tred,Experimental,High
Usf1,22278,Fasn,14104,tred,intact,Experimental,High
Usf1,22278,Dffb,13368,tred,Experimental,High
Usf1,22278,Cryaa,12954,tred,Experimental,High
Usf1,22278,Cpt1a,12894,ucsc,tred,Experimental,High
Usf1,22278,Cited1,12705,tred,Experimental,High
Usf1,22278,Cfh,12628,tred,Experimental,High
Usf1,22278,Cebpa,12606,tred,Experimental,High
Usf1,22278,Ciita,12265,tred,Experimental,High
Usf1,22278,Bmp4,12159,tred,Experimental,High
Usf1,22278,Bdnf,12064,tred,Experimental,High
Usf1,22278,Atp10a,11982,tred,Experimental,High
Usf1,22278,Atp2a2,11938,tred,Experimental,High
Usf1,22278,Speg,11790,tred,Experimental,High
Usf1,22278,Chrna7,11441,tred,Experimental,High
Usf1,22278,Acp5,11433,tred,Experimental,High
Usf2,22282,Acp5,11433,tred,Experimental,High
Usf2,22282,Thrsp,21835,tred,Experimental,High
Usf2,22282,Tff3,21786,tred,Experimental,High
Usf2,22282,Spp1,20750,tred,Experimental,High
Usf2,22282,Rps14,20044,tred,Experimental,High
Usf2,22282,Ren1,19701,tred,Experimental,High
Usf2,22282,Ptgs2,19225,tred,Experimental,High
Usf2,22282,Pola2,18969,tred,Experimental,High
Usf2,22282,Prkaca,18747,tred,Experimental,High
Usf2,22282,Pdx1,18609,tred,Experimental,High
Usf2,22282,Pax5,18507,tred,Experimental,High
Usf2,22282,Oprd1,18386,tred,Experimental,High
Usf2,22282,Nos2,18126,tred,Experimental,High
Usf2,22282,Myoc,17926,tred,Experimental,High
Usf2,22282,Mxi1,17859,tred,Experimental,High
Usf2,22282,Mt1,17748,tred,Experimental,High
Usf2,22282,Mitf,17342,tred,Experimental,High
Usf2,22282,Hoxb8,15416,tred,Experimental,High
Usf2,22282,Hgf,15234,tred,Experimental,High
Usf2,22282,Fshr,14309,tred,Experimental,High
Usf2,22282,Fasn,14104,tred,Experimental,High
Usf2,22282,Dffb,13368,tred,Experimental,High
Usf2,22282,Cox5b,12859,tred,Experimental,High
Usf2,22282,Col1a1,12842,tred,Experimental,High
Usf2,22282,Cited1,12705,tred,Experimental,High
Usf2,22282,Cfh,12628,tred,Experimental,High
Usf2,22282,Bmp4,12159,tred,Experimental,High
Usf2,22282,Bdnf,12064,tred,Experimental,High
Usf2,22282,Atp2a2,11938,tred,Experimental,High
Usf2,22282,Speg,11790,tred,Experimental,High
Usf2,22282,Chrna7,11441,tred,Experimental,High
Usf2,22282,Slc2a5,56485,tred,Experimental,High
Usf2,22282,Gabbr1,54393,tred,Experimental,High
Usf2,22282,Ceacam2,26367,tred,Experimental,High
Usf2,22282,Top3a,21975,tred,Experimental,High
Usf2,22282,Tnfrsf8,21941,tred,Experimental,High
Vdr,22337,Trpv5,194352,kegg,Experimental,High
Vdr,22337,Calb1,12307,kegg,Experimental,High
Vdr,22337,S100g,12309,kegg,Experimental,High
Vdr,22337,Atp2b1,67972,kegg,Experimental,High
Vdr,22337,Trpv6,64177,kegg,Experimental,High
Vdr,22337,Slc8a1,20541,kegg,Experimental,High
Vdr,22337,Slc34a2,20531,kegg,Experimental,High
Wt1,22431,Cat,12359,tred,Experimental,High
Wt1,22431,Csf1,12977,tred,Experimental,High
Wt1,22431,Egr1,13653,tred,Experimental,High
Wt1,22431,Igf2,16002,tred,Experimental,High
Wt1,22431,Mip,17339,tred,Experimental,High
Wt1,22431,Slc22a6,18399,tred,Experimental,High
Wt1,22431,Pax2,18504,tred,Experimental,High
Wt1,22431,Slc22a8,19879,tred,Experimental,High
Wt1,22431,Sdc1,20969,tred,Experimental,High
Wt1,22431,Amh,11705,tred,Experimental,High
Wt1,22431,Nr0b1,11614,tred,string,Experimental,High
Wt1,22431,Glyat,107146,tred,Experimental,High
Wt1,22431,Spry1,24063,tred,Experimental,High
Wt1,22431,Podxl,27205,tred,Experimental,High
Wt1,22431,Nup210,54563,tred,Experimental,High
Wt1,22431,Il2rb,16185,tred,Experimental,High
Wt1,22431,Trpv6,64177,tred,Experimental,High
Wt1,22431,Areg,11839,tred,Experimental,High
Wt1,22431,Bcl2,12043,tred,Experimental,High
Wt1,22431,Nr5a1,26423,tred,Experimental,High
Zbtb16,235320,Ccna1,12427,kegg,Experimental,High
Zbtb16,235320,Jup,16480,kegg,Experimental,High
Zbtb17,22642,Cdkn2b,12579,kegg,Experimental,High
