Akt1,11651,mmu-miR-21a-5p,MIMAT0000530,transmir,Experimental,High
Mapk10,26414,Il1a,16175,kegg,Experimental,High
Mapk10,26414,Il18,16173,kegg,Experimental,High
Mapk10,26414,Il12b,16160,kegg,Experimental,High
Mapk10,26414,Il12a,16159,kegg,Experimental,High
Mapk11,19094,Il6,16193,kegg,Experimental,High
Mapk11,19094,Il1b,16176,kegg,Experimental,High
Mapk11,19094,Il1a,16175,kegg,Experimental,High
Mapk11,19094,Il18,16173,kegg,Experimental,High
Mapk11,19094,Il12b,16160,kegg,Experimental,High
Mapk11,19094,Il12a,16159,kegg,Experimental,High
Mapk11,19094,Il23a,83430,kegg,Experimental,High
Mapk11,19094,Tnf,21926,kegg,Experimental,High
Mapk11,19094,Nos2,18126,kegg,Experimental,High
Mapk12,29857,Il18,16173,kegg,Experimental,High
Mapk12,29857,Tnf,21926,kegg,Experimental,High
Mapk12,29857,Il23a,83430,kegg,Experimental,High
Mapk12,29857,Il12b,16160,kegg,Experimental,High
Mapk12,29857,Il12a,16159,kegg,Experimental,High
Mapk12,29857,Nos2,18126,kegg,Experimental,High
Mapk12,29857,Il6,16193,kegg,Experimental,High
Mapk12,29857,Il1b,16176,kegg,Experimental,High
Mapk12,29857,Il1a,16175,kegg,Experimental,High
Mapk13,26415,Tnf,21926,kegg,Experimental,High
Mapk13,26415,Il6,16193,kegg,Experimental,High
Mapk13,26415,Nos2,18126,kegg,Experimental,High
Mapk13,26415,Il1a,16175,kegg,Experimental,High
Mapk13,26415,Il1b,16176,kegg,Experimental,High
Mapk13,26415,Il18,16173,kegg,Experimental,High
Mapk13,26415,Il12b,16160,kegg,Experimental,High
Mapk13,26415,Il12a,16159,kegg,Experimental,High
Mapk13,26415,Il23a,83430,kegg,Experimental,High
Mapk14,26416,Il23a,83430,kegg,Experimental,High
Mapk14,26416,Il12a,16159,kegg,Experimental,High
Mapk14,26416,Il12b,16160,kegg,Experimental,High
Mapk14,26416,Il18,16173,kegg,Experimental,High
Mapk14,26416,Il1a,16175,kegg,Experimental,High
Mapk14,26416,Il1b,16176,kegg,Experimental,High
Mapk14,26416,Il6,16193,kegg,Experimental,High
Mapk14,26416,Nos2,18126,kegg,Experimental,High
Mapk14,26416,Tnf,21926,kegg,Experimental,High
Mapk3,26417,Pdyn,18610,kegg,Experimental,High
Mapk3,26417,Il18,16173,kegg,Experimental,High
Mapk3,26417,Ccnd1,12443,kegg,Experimental,High
Mapk3,26417,Cdk4,12567,kegg,Experimental,High
Mapk3,26417,Il12a,16159,kegg,Experimental,High
Mapk3,26417,Il12b,16160,kegg,Experimental,High
Mapk3,26417,Il23a,83430,kegg,Experimental,High
Mapk3,26417,LOC640611,640611,kegg,Experimental,High
Mapk3,26417,Tnf,21926,kegg,Experimental,High
Mapk3,26417,Nos2,18126,kegg,Experimental,High
Mapk3,26417,Il6,16193,kegg,Experimental,High
Mapk3,26417,Il1b,16176,kegg,Experimental,High
Mapk3,26417,Il1a,16175,kegg,Experimental,High
Mapk8,26419,Il18,16173,kegg,Experimental,High
Mapk8,26419,Il23a,83430,kegg,Experimental,High
Mapk8,26419,Tnf,21926,kegg,Experimental,High
Mapk8,26419,Nos2,18126,kegg,Experimental,High
Mapk8,26419,Smad4,17128,kegg,Experimental,High
Mapk8,26419,Jun,16476,kegg,Experimental,High
Mapk8,26419,Il12b,16160,kegg,Experimental,High
Mapk8,26419,Il12a,16159,kegg,Experimental,High
Mapk8,26419,Il6,16193,kegg,Experimental,High
Mapk8,26419,Il1b,16176,kegg,Experimental,High
Mapk8,26419,Il1a,16175,kegg,Experimental,High
Mapk9,26420,Il18,16173,kegg,Experimental,High
Mapk9,26420,Il1a,16175,kegg,Experimental,High
Mapk9,26420,Nos2,18126,kegg,Experimental,High
Mapk9,26420,Tnf,21926,kegg,Experimental,High
Mapk9,26420,Il23a,83430,kegg,Experimental,High
Mapk9,26420,Il1b,16176,kegg,Experimental,High
Mapk9,26420,Il6,16193,kegg,Experimental,High
Mapk9,26420,Jun,16476,kegg,Experimental,High
Mapk9,26420,Smad4,17128,kegg,Experimental,High
Mapk9,26420,Il12a,16159,kegg,Experimental,High
Mapk9,26420,Il12b,16160,kegg,Experimental,High
Max,17187,LOC640611,640611,kegg,Experimental,High
Max,17187,Cdk4,12567,ensembl,kegg,Experimental,High
Max,17187,Ccnd1,12443,ucsc,kegg,Experimental,High
Max,17187,Cks1b,54124,kegg,Experimental,High
Max,17187,Cdk6,12571,kegg,Experimental,High
Mitf,17342,Dct,13190,kegg,Experimental,High
Mitf,17342,Tyrp1,22178,kegg,Experimental,High
Mitf,17342,Tyr,22173,kegg,Experimental,High
Msx1,17701,Cga,12640,tred,Experimental,High
Msx1,17701,Id1,15901,tred,Experimental,High
Myb,17863,Pdcd4,18569,ensembl,tred,Experimental,High
Myb,17863,Raf1,110157,tred,Experimental,High
Myb,17863,Acta2,11475,tred,Experimental,High
Myb,17863,Bak1,12018,tred,Experimental,High
Myb,17863,Bcl2,12043,tred,Experimental,High
Myb,17863,Runx2,12393,tred,Experimental,High
Myb,17863,Ccnd2,12444,tred,Experimental,High
Myb,17863,Cd4,12504,tred,Experimental,High
Myb,17863,Cd5,12507,tred,Experimental,High
Myb,17863,Cdk1,12534,tred,Experimental,High
Myb,17863,Cdkn1b,12576,tred,Experimental,High
Myb,17863,Cdkn2b,12579,tred,Experimental,High
Myb,17863,Col1a1,12842,tred,Experimental,High
Myb,17863,Crebbp,12914,tred,Kegg,Experimental,High
Myb,17863,Emr1,13733,tred,Experimental,High
Myb,17863,Epo,13856,tred,Experimental,High
Myb,17863,Epx,13861,tred,Experimental,High
Myb,17863,Erf,13875,tred,Experimental,High
Myb,17863,Fgf4,14175,tred,Experimental,High
Myb,17863,Gata1,14460,tred,Experimental,High
Myb,17863,Gstm1,14862,tred,Experimental,High
Myb,17863,Gstm2,14863,tred,Experimental,High
Myb,17863,Hdc,15186,tred,Experimental,High
Myb,17863,Hhex,15242,tred,Experimental,High
Myb,17863,Igfbp5,16011,tred,Experimental,High
Myb,17863,Il3ra,16188,tred,Experimental,High
Myb,17863,Kit,16590,tred,Experimental,High
Myb,17863,Anpep,16790,tred,Experimental,High
Myb,17863,Mpo,17523,tred,Experimental,High
Myb,17863,Myc,17869,tred,Experimental,High
Myb,17863,Nras,18176,tred,Experimental,High
Myb,17863,Igbp1,18518,tred,Experimental,High
Myb,17863,Pla2g4a,18783,tred,Experimental,High
Myb,17863,Eif2ak2,19106,tred,Experimental,High
Myb,17863,Ptgs1,19224,tred,Experimental,High
Myb,17863,Ptgs2,19225,tred,Experimental,High
Myb,17863,Rag2,19374,tred,Experimental,High
Myb,17863,Rara,19401,tred,Experimental,High
Myb,17863,Rarg,19411,tred,Experimental,High
Myb,17863,Sftpa1,20387,tred,Experimental,High
Myb,17863,St6galnac1,20445,tred,Experimental,High
Myb,17863,Smarcc1,20588,tred,Experimental,High
Myb,17863,Rarb,218772,tred,Experimental,High
Myb,17863,Tnfrsf10b,21933,tred,Experimental,High
Myb,17863,Uchl1,22223,tred,Experimental,High
Myb,17863,Upp1,22271,tred,Experimental,High
Myb,17863,Etf1,225363,tred,Experimental,High
Myb,17863,Dmtf1,23857,tred,Experimental,High
Myb,17863,Mapk3,26417,tred,Experimental,High
Myb,17863,Ppia,268373,tred,Experimental,High
Myb,17863,Elane,50701,tred,Experimental,High
Myb,17863,Pbsn,54192,tred,Experimental,High
Myb,17863,Nol3,78688,tred,Experimental,High
Mybl1,17864,Ccna1,12427,tred,Experimental,High
Mybl2,17865,Fgf4,14175,tred,Experimental,High
Mybl2,17865,Lox,16948,tred,Experimental,High
Mybl2,17865,Col1a1,12842,tred,Experimental,High
Mybl2,17865,Sftpa1,20387,tred,Experimental,High
Mybl2,17865,Uchl1,22223,tred,Experimental,High
Mybl2,17865,Pla2g4a,18783,tred,Experimental,High
Myc,17869,Mmp1a,83995,kegg,Experimental,High
Myc,17869,Myct1,68632,tred,Experimental,High
Myc,17869,LOC640611,640611,kegg,Experimental,High
Myc,17869,Cks1b,54124,kegg,Experimental,High
Myc,17869,Rpl3,27367,tred,Experimental,High
Myc,17869,Prdx3,11757,tred,Experimental,High
Myc,17869,Bcat1,12035,ensembl,tred,Experimental,High
Myc,17869,Ccnd1,12443,ucsc,kegg,Kegg,string,Experimental,High
Myc,17869,Ccnd2,12444,tred,string,Experimental,High
Myc,17869,Cdc25a,12530,tred,string,Experimental,High
Myc,17869,Cdk4,12567,tred,kegg,Experimental,High
Myc,17869,Cdk6,12571,kegg,Experimental,High
Myc,17869,Cdkn2b,12579,tred,Kegg,string,Experimental,High
Myc,17869,Cstb,13014,tred,Experimental,High
Myc,17869,Dffb,13368,tred,Experimental,High
Myc,17869,Eif2s1,13665,tred,Experimental,High
Myc,17869,Eif4e,13684,tred,Experimental,High
Myc,17869,Emp1,13730,tred,Experimental,High
Myc,17869,Eno1,13806,tred,Experimental,High
Myc,17869,Erbb2,13866,tred,Experimental,High
Myc,17869,Fasl,14103,tred,Experimental,High
Myc,17869,Figf,14205,kegg,Experimental,High
Myc,17869,Gapdh,14433,tred,Experimental,High
Myc,17869,Hmga1,15361,ensembl,tred,Experimental,High
Myc,17869,Id2,15902,ucsc,tred,string,Experimental,High
Myc,17869,Irf9,16391,tred,Experimental,High
Myc,17869,Mmp2,17390,kegg,Experimental,High
Myc,17869,Mmp9,17395,kegg,Experimental,High
Myc,17869,Ncl,17975,ucsc,ensembl,tred,Experimental,High
Myc,17869,Nme1,18102,ensembl,tred,Experimental,High
Myc,17869,Nme2,18103,ensembl,tred,Experimental,High
Myc,17869,Npm1,18148,ucsc,ensembl,tred,Experimental,High
Myc,17869,Nras,18176,ucsc,tred,string,Experimental,High
Myc,17869,Odc1,18263,ensembl,tred,Experimental,High
Myc,17869,Pax3,18505,tred,Experimental,High
Myc,17869,Pdgfb,18591,tred,Experimental,High
Myc,17869,Pgf,18654,kegg,Experimental,High
Myc,17869,Pola2,18969,tred,Experimental,High
Myc,17869,Ptma,19231,tred,Experimental,High
Myc,17869,Shmt1,20425,ensembl,tred,Experimental,High
Myc,17869,Slc1a3,20512,tred,Experimental,High
Myc,17869,Slc2a1,20525,tred,Experimental,High
Myc,17869,Dntt,21673,tred,Experimental,High
Myc,17869,Tert,21752,ucsc,tred,string,Experimental,High
Myc,17869,Vegfa,22339,kegg,Experimental,High
Myc,17869,Vegfb,22340,kegg,Experimental,High
Myc,17869,Vegfc,22341,kegg,Experimental,High
Myc,17869,Nbn,27354,tred,Experimental,High
Myc,17869,Ccnb1,268697,tred,Experimental,High
Myc,17869,mmu-miR-429-3p,MIMAT0001537,transmir,Experimental,High
Myc,17869,mmu-miR-200c-3p,MIMAT0000657,transmir,Experimental,High
Myc,17869,mmu-miR-200a-3p,MIMAT0000519,transmir,Experimental,High
Myc,17869,mmu-miR-200b-3p,MIMAT0000233,transmir,Experimental,High
Myc,17869,mmu-miR-141-3p,MIMAT0000153,transmir,Experimental,High
Myc,17869,Mmp1b,83996,kegg,Experimental,High
Myd88,17874,Il12a,16159,kegg,Experimental,High
Myd88,17874,Cxcl1,14825,kegg,Experimental,High
Myd88,17874,Ifna1,15962,kegg,Experimental,High
Myd88,17874,Ifna11,15964,kegg,Experimental,High
Myd88,17874,Ifna2,15965,kegg,Experimental,High
Myd88,17874,Ifna4,15967,kegg,Experimental,High
Myd88,17874,Ifna5,15968,kegg,Experimental,High
Myd88,17874,Ifna6,15969,kegg,Experimental,High
Myd88,17874,Ifna7,15970,kegg,Experimental,High
Myd88,17874,Ifna9,15972,kegg,Experimental,High
Myd88,17874,Ifnab,15974,kegg,Experimental,High
Myd88,17874,Ifnb1,15977,kegg,Experimental,High
Myd88,17874,Il12b,16160,kegg,Experimental,High
Myd88,17874,Il1b,16176,kegg,Experimental,High
Myd88,17874,Il6,16193,kegg,Experimental,High
Myd88,17874,Cxcl2,20310,kegg,Experimental,High
Myd88,17874,Tnf,21926,kegg,Experimental,High
Myd88,17874,Ifna13,230396,kegg,Experimental,High
Myd88,17874,Gm12597,242517,kegg,Experimental,High
Myd88,17874,Ifna12,242519,kegg,Experimental,High
Myd88,17874,Ifna14,404549,kegg,Experimental,High
Neurod1,18012,Gck,103988,kegg,Experimental,High
Neurod1,18012,Ins2,16334,kegg,Experimental,High
Neurod1,18012,Ins1,16333,kegg,Experimental,High
Neurod1,18012,Iapp,15874,kegg,Experimental,High
Neurog3,11925,Pax4,18506,kegg,string,Experimental,High
Neurog3,11925,Neurod1,18012,kegg,string,Experimental,High
Neurog3,11925,Nkx2-2,18088,kegg,Experimental,High
Neurog3,11925,Pax6,18508,kegg,Experimental,High
Nfat5,54446,Tnf,21926,kegg,Kegg,Experimental,High
Nfatc1,18018,Tnf,21926,kegg,Kegg,string,Experimental,High
Nfatc2,18019,Tnf,21926,kegg,Kegg,Experimental,High
Nfatc3,18021,Tnf,21926,kegg,Kegg,biogrid,string,Experimental,High
Nfatc4,73181,Tnf,21926,kegg,Kegg,string,Experimental,High
Nfia,18027,Col1a2,12843,tred,Experimental,High
Nfia,18027,Mbp,17196,tred,Experimental,High
Nfic,18029,Clu,12759,tred,Experimental,High
Nfic,18029,Col2a1,12824,tred,Experimental,High
Nfic,18029,Col1a1,12842,tred,Experimental,High
Nfic,18029,Col1a2,12843,tred,Experimental,High
Nfic,18029,Crygc,12966,tred,Experimental,High
Nfic,18029,Csf1,12977,tred,Experimental,High
Nfic,18029,Cyp1a1,13076,tred,Experimental,High
Nfic,18029,Cyp2a5,13087,tred,Experimental,High
Nfic,18029,F7,14068,tred,Experimental,High
Nfic,18029,Fcgrt,14132,tred,Experimental,High
Nfic,18029,Fos,14281,tred,Experimental,High
Nfic,18029,Gabra6,14399,tred,Experimental,High
Nfic,18029,Gfap,14580,tred,Experimental,High
Nfic,18029,B4galt1,14595,tred,Experimental,High
Nfic,18029,Gpam,14732,tred,Experimental,High
Nfic,18029,Hbb-b1,15129,tred,Experimental,High
Nfic,18029,Hgf,15234,tred,Experimental,High
Nfic,18029,Hmga2,15364,tred,Experimental,High
Nfic,18029,Htr3a,15561,tred,Experimental,High
Nfic,18029,Ifngr2,15980,tred,Experimental,High
Nfic,18029,Igfbp5,16011,tred,Experimental,High
Nfic,18029,Il5,16191,tred,Experimental,High
Nfic,18029,Ldhc,16833,tred,Experimental,High
Nfic,18029,Mbp,17196,tred,Experimental,High
Nfic,18029,Mdh2,17448,tred,Experimental,High
Nfic,18029,Mdh1,17449,tred,Experimental,High
Nfic,18029,Mt1,17748,tred,Experimental,High
Nfic,18029,Mt3,17751,tred,Experimental,High
Nfic,18029,Myh11,17880,tred,Experimental,High
Nfic,18029,Myog,17928,tred,Experimental,High
Nfic,18029,Ncam1,17967,tred,Experimental,High
Nfic,18029,Nefm,18040,tred,Experimental,High
Nfic,18029,Omp,18378,tred,Experimental,High
Nfic,18029,Pah,18478,tred,Experimental,High
Nfic,18029,Pkd2,18764,tred,Experimental,High
Nfic,18029,Pklr,18770,tred,Experimental,High
Nfic,18029,Prl3d1,18775,tred,Experimental,High
Nfic,18029,Plat,18791,tred,Experimental,High
Nfic,18029,Pomc,18976,tred,Experimental,High
Nfic,18029,Prg2,19074,tred,Experimental,High
Nfic,18029,Ccl2,20296,tred,Experimental,High
Nfic,18029,Sftpb,20388,tred,Experimental,High
Nfic,18029,Sftpc,20389,tred,Experimental,High
Nfic,18029,Sgca,20391,tred,Experimental,High
Nfic,18029,Lcn8,78076,tred,Experimental,High
Nfic,18029,Ski,20481,tred,Experimental,High
Nfic,18029,Sod2,20656,tred,Experimental,High
Nfic,18029,Slc2a4,20528,tred,Experimental,High
Nfic,18029,Tnc,21923,tred,Experimental,High
Nfic,18029,Trp53-ps,22060,tred,Experimental,High
Nfic,18029,Nr1h3,22259,tred,Experimental,High
Nfic,18029,Wap,22373,tred,Experimental,High
Nfic,18029,Mapk3,26417,tred,Experimental,High
Nfic,18029,Slc2a8,56017,tred,Experimental,High
Nfic,18029,Skiv2l,108077,tred,Experimental,High
Nfic,18029,Ada,11486,tred,Experimental,High
Nfic,18029,Afp,11576,tred,Experimental,High
Nfic,18029,Alb,11657,tred,Experimental,High
Nfic,18029,Apoa1,11806,tred,Experimental,High
Nfic,18029,Apoc3,11814,tred,Experimental,High
Nfic,18029,Akr1b7,11997,tred,Experimental,High
Nfic,18029,Runx2,12393,tred,Experimental,High
Nfkb1,18033,Apoa1,11806,tred,Experimental,High
Nfkb1,18033,Il23a,83430,kegg,Experimental,High
Nfkb1,18033,Nol3,78688,tred,Experimental,High
Nfkb1,18033,Mogs,57377,tred,Experimental,High
Nfkb1,18033,Ebi3,50498,tred,Experimental,High
Nfkb1,18033,Birc7,329581,kegg,Experimental,High
Nfkb1,18033,Tnfsf15,326623,tred,Experimental,High
Nfkb1,18033,Zfp354c,30944,tred,Experimental,High
Nfkb1,18033,Sh2d3c,27387,tred,Experimental,High
Nfkb1,18033,Tlr2,24088,tred,Kegg,string,Experimental,High
Nfkb1,18033,Ces2c,234671,tred,Experimental,High
Nfkb1,18033,Wt1,22431,tred,Experimental,High
Nfkb1,18033,Vegfc,22341,tred,kegg,Experimental,High
Nfkb1,18033,Vegfb,22340,kegg,Experimental,High
Nfkb1,18033,Vegfa,22339,tred,kegg,Experimental,High
Nfkb1,18033,Vcam1,22329,kegg,Experimental,High
Nfkb1,18033,Ugcg,22234,tred,Experimental,High
Nfkb1,18033,Ube2h,22214,tred,Experimental,High
Nfkb1,18033,Trp53-ps,22060,tred,Experimental,High
Nfkb1,18033,Traf6,22034,kegg,Kegg,string,Experimental,High
Nfkb1,18033,Traf5,22033,kegg,Experimental,High
Nfkb1,18033,Traf4,22032,kegg,Experimental,High
Nfkb1,18033,Traf3,22031,kegg,Experimental,High
Nfkb1,18033,Traf2,22030,kegg,Experimental,High
Nfkb1,18033,Traf1,22029,kegg,Experimental,High
Nfkb1,18033,Tnfaip3,21929,kegg,string,Experimental,High
Nfkb1,18033,Tnf,21926,tred,kegg,Kegg,string,Experimental,High
Nfkb1,18033,Tert,21752,tred,Experimental,High
Nfkb1,18033,Tbxa2r,21390,tred,Experimental,High
Nfkb1,18033,Tapbp,21356,tred,Experimental,High
Nfkb1,18033,Tal1,21349,tred,string,Experimental,High
Nfkb1,18033,Sdc4,20971,tred,Experimental,High
Nfkb1,18033,Cxcl2,20310,tred,kegg,Experimental,High
Nfkb1,18033,Ccl5,20304,tred,Kegg,string,Experimental,High
Nfkb1,18033,Ccl4,20303,kegg,Kegg,string,Experimental,High
Nfkb1,18033,Ccl3,20302,tred,Kegg,string,Experimental,High
Nfkb1,18033,Relb,19698,tred,biogrid,intact,string,Experimental,High
Nfkb1,18033,Rel,19696,tred,string,Experimental,High
Nfkb1,18033,Rdh16,19683,tred,Experimental,High
Nfkb1,18033,Ptgs2,19225,tred,kegg,Experimental,High
Nfkb1,18033,Ptgs1,19224,tred,Experimental,High
Nfkb1,18033,Ptger2,19217,tred,Experimental,High
Nfkb1,18033,Atp12a,192113,tred,Experimental,High
Nfkb1,18033,Eif2ak2,19106,tred,Experimental,High
Nfkb1,18033,Plau,18792,tred,kegg,Experimental,High
Nfkb1,18033,Pgf,18654,kegg,Experimental,High
Nfkb1,18033,Pax8,18510,tred,Experimental,High
Nfkb1,18033,Oprd1,18386,tred,Experimental,High
Nfkb1,18033,Nos2,18126,tred,kegg,Experimental,High
Nfkb1,18033,Nfkbia,18035,kegg,Kegg,biogrid,string,Experimental,High
Nfkb1,18033,Nfkb2,18034,kegg,biogrid,string,Experimental,High
Nfkb1,18033,Gadd45b,17873,kegg,Experimental,High
Nfkb1,18033,Myc,17869,tred,Experimental,High
Nfkb1,18033,Myb,17863,tred,kegg,Experimental,High
Nfkb1,18033,Nudt1,17766,tred,Experimental,High
Nfkb1,18033,Mmp9,17395,tred,kegg,Experimental,High
Nfkb1,18033,Mmp2,17390,tred,Experimental,High
Nfkb1,18033,Cxcl9,17329,tred,Experimental,High
Nfkb1,18033,Madcam1,17123,tred,Experimental,High
Nfkb1,18033,Kdr,16542,tred,Experimental,High
Nfkb1,18033,Il6,16193,tred,kegg,Kegg,string,Experimental,High
Nfkb1,18033,Il5,16191,tred,Experimental,High
Nfkb1,18033,Il4,16189,tred,Experimental,High
Nfkb1,18033,Il2ra,16184,tred,Experimental,High
Nfkb1,18033,Il2,16183,tred,Experimental,High
Nfkb1,18033,Il1rn,16181,tred,Experimental,High
Nfkb1,18033,Il1b,16176,tred,kegg,Kegg,string,Experimental,High
Nfkb1,18033,Il1a,16175,kegg,Experimental,High
Nfkb1,18033,Il18,16173,kegg,Experimental,High
Nfkb1,18033,Il15,16168,tred,Experimental,High
Nfkb1,18033,Il12b,16160,tred,kegg,Kegg,Experimental,High
Nfkb1,18033,Il12a,16159,kegg,Kegg,string,Experimental,High
Nfkb1,18033,Ifngr2,15980,tred,Kegg,Experimental,High
Nfkb1,18033,Ifnb1,15977,tred,Experimental,High
Nfkb1,18033,Cxcl10,15945,tred,Experimental,High
Nfkb1,18033,Icam1,15894,tred,Experimental,High
Nfkb1,18033,Hif1a,15251,kegg,Experimental,High
Nfkb1,18033,Cfb,14962,tred,Experimental,High
Nfkb1,18033,Cxcl1,14825,tred,Experimental,High
Nfkb1,18033,Gdnf,14573,tred,Experimental,High
Nfkb1,18033,Gad1,14415,tred,Experimental,High
Nfkb1,18033,Figf,14205,kegg,Experimental,High
Nfkb1,18033,Fasl,14103,tred,Experimental,High
Nfkb1,18033,Fas,14102,tred,Experimental,High
Nfkb1,18033,Ptprv,13924,tred,Experimental,High
Nfkb1,18033,Csf2,12981,tred,Experimental,High
Nfkb1,18033,Csf1,12977,tred,Experimental,High
Nfkb1,18033,Socs3,12702,kegg,Experimental,High
Nfkb1,18033,Chat,12647,tred,Experimental,High
Nfkb1,18033,Cflar,12633,kegg,Experimental,High
Nfkb1,18033,Cebpg,12611,kegg,Experimental,High
Nfkb1,18033,Cebpb,12608,kegg,Experimental,High
Nfkb1,18033,Ccnd3,12445,tred,Experimental,High
Nfkb1,18033,Ccnd1,12443,tred,kegg,Experimental,High
Nfkb1,18033,Cacna1e,12290,tred,Experimental,High
Nfkb1,18033,Brca1,12189,tred,Experimental,High
Nfkb1,18033,Cxcr5,12145,tred,Experimental,High
Nfkb1,18033,Blk,12143,tred,Experimental,High
Nfkb1,18033,Bik,12124,tred,Experimental,High
Nfkb1,18033,Bcl2l1,12048,kegg,Experimental,High
Nfkb1,18033,Bcl2a1d,12047,kegg,Experimental,High
Nfkb1,18033,Bcl2a1c,12046,kegg,Experimental,High
Nfkb1,18033,Bcl2a1b,12045,kegg,Experimental,High
Nfkb1,18033,Bcl2a1a,12044,kegg,Experimental,High
Nfkb1,18033,Bcl2,12043,kegg,Experimental,High
Nfkb1,18033,Apoc3,11814,tred,Experimental,High
Nfkb1,18033,Birc5,11799,tred,Experimental,High
Nfkb1,18033,Xiap,11798,kegg,Experimental,High
Nfkb1,18033,Birc2,11797,kegg,Experimental,High
Nfkb1,18033,Birc3,11796,kegg,Experimental,High
Nfkb1,18033,Akt1,11651,tred,Kegg,Experimental,High
Nfkb1,18033,Ahrr,11624,tred,Experimental,High
Nfkb1,18033,Acta2,11475,tred,Experimental,High
Nfkb1,18033,Acp5,11433,tred,Experimental,High
Nfkb1,18033,Irak2,108960,tred,Experimental,High
Nfkb1,18033,mmu-miR-146a-5p,MIMAT0000158,transmir,Experimental,High
Nfkb2,18034,Gm2023,100039053,kegg,Experimental,High
Nfkb2,18034,Traf5,22033,kegg,Experimental,High
Nfkb2,18034,Traf4,22032,kegg,Experimental,High
Nfkb2,18034,Traf3,22031,kegg,Experimental,High
Nfkb2,18034,Traf2,22030,kegg,Experimental,High
Nfkb2,18034,Traf1,22029,kegg,Experimental,High
Nfkb2,18034,Cxcl12,20315,kegg,Experimental,High
Nfkb2,18034,Ptgs2,19225,kegg,Experimental,High
Nfkb2,18034,Ccl21a,18829,kegg,Experimental,High
Nfkb2,18034,Nos2,18126,kegg,Experimental,High
Nfkb2,18034,Birc2,11797,kegg,Experimental,High
Nfkb2,18034,Ccnd1,12443,kegg,Experimental,High
Nfkb2,18034,Chat,12647,tred,Experimental,High
Nfkb2,18034,Birc3,11796,kegg,Experimental,High
Nfkb2,18034,LOC100862177,100862177,kegg,Experimental,High
Nfkb2,18034,Gm1987,100504362,kegg,Experimental,High
Nfkb2,18034,Bcl2l1,12048,kegg,Experimental,High
Nfkb2,18034,Bcl2,12043,kegg,Experimental,High
Nfkb2,18034,Xiap,11798,kegg,Experimental,High
Nfkb2,18034,Ccl19,24047,kegg,Experimental,High
Nfkb2,18034,Gm13304,100504346,kegg,Experimental,High
Nfkb2,18034,Gm10591,100504239,kegg,Experimental,High
Nfkb2,18034,Ccl21b,100042493,kegg,Experimental,High
Nfkb2,18034,LOC100041593,100041593,kegg,Experimental,High
Nfkb2,18034,Tnfsf13b,24099,kegg,Experimental,High
Nfkb2,18034,Sh2d3c,27387,tred,Experimental,High
Nfkb2,18034,Birc7,329581,kegg,Experimental,High
Nfkb2,18034,Ccl21c,65956,kegg,Experimental,High
Nfkb2,18034,Traf6,22034,kegg,Experimental,High
Nfkb2,18034,Icam1,15894,kegg,Experimental,High
Nfkb2,18034,LOC100041504,100041504,kegg,Experimental,High
Nfya,18044,H2-Aa,14960,kegg,Experimental,High
Nfya,18044,Cd74,16149,kegg,Experimental,High
Nfya,18044,H2-Ob,15002,kegg,Experimental,High
Nfya,18044,H2-Oa,15001,kegg,Experimental,High
Nfya,18044,H2-DMb2,15000,kegg,Experimental,High
Nfya,18044,H2-DMb1,14999,kegg,Experimental,High
Nfya,18044,H2-DMa,14998,kegg,Experimental,High
Nfya,18044,H2-Eb1,14969,kegg,Experimental,High
Nfya,18044,H2-Ab1,14961,ucsc,kegg,Experimental,High
Nfya,18044,H2-Ea-ps,100504404,ucsc,kegg,Experimental,High
Nfyb,18045,H2-Oa,15001,kegg,Experimental,High
Nfyb,18045,H2-DMa,14998,kegg,Experimental,High
Nfyb,18045,H2-Ab1,14961,ucsc,kegg,Experimental,High
Nfyb,18045,H2-Aa,14960,kegg,Experimental,High
Nfyb,18045,H2-Ea-ps,100504404,ucsc,kegg,Experimental,High
Nfyb,18045,H2-Eb1,14969,kegg,Experimental,High
Nfyb,18045,H2-Ob,15002,kegg,Experimental,High
Nfyb,18045,H2-DMb1,14999,kegg,Experimental,High
Nfyb,18045,Cd74,16149,kegg,Experimental,High
Nfyb,18045,H2-DMb2,15000,kegg,Experimental,High
Nfyc,18046,H2-DMb1,14999,kegg,Experimental,High
Nfyc,18046,Cd74,16149,kegg,Experimental,High
Nfyc,18046,H2-Ob,15002,kegg,Experimental,High
Nfyc,18046,H2-Oa,15001,kegg,Experimental,High
Nfyc,18046,H2-DMb2,15000,kegg,Experimental,High
Nfyc,18046,H2-DMa,14998,kegg,Experimental,High
Nfyc,18046,H2-Eb1,14969,kegg,Experimental,High
Nfyc,18046,H2-Ab1,14961,ucsc,kegg,Experimental,High
Nfyc,18046,H2-Aa,14960,kegg,Experimental,High
Nfyc,18046,H2-Ea-ps,100504404,ucsc,kegg,Experimental,High
Nkx2-2,18088,Ins2,16334,kegg,Experimental,High
Nkx2-2,18088,Ins1,16333,kegg,Experimental,High
Nkx2-2,18088,Iapp,15874,kegg,Experimental,High
Nkx2-2,18088,Gck,103988,kegg,Experimental,High
Npas2,18143,Cry2,12953,kegg,Kegg,string,Experimental,High
Npas2,18143,Rorb,225998,kegg,Experimental,High
Npas2,18143,Nr1d1,217166,kegg,string,Experimental,High
Npas2,18143,Bhlhe40,20893,kegg,string,Experimental,High
Npas2,18143,Rorc,19885,kegg,Experimental,High
Npas2,18143,Rora,19883,kegg,Experimental,High
